,Unnamed: 0,tweet_id,label,text,n2v,bert_embeddings
10,10,525060425184858112,1,the canadian soldier killed in todays ottawa shooting is cpl nathan cirillo a family source told cnn live blog ,"[-1.0865786e-04  3.2547929e-03 -7.0975539e-03 -1.3257568e-03
  7.8519853e-03  7.5694439e-03 -3.8292948e-03  2.8821973e-03
 -8.6784549e-03  6.2997565e-03 -4.6811136e-03 -3.2314737e-03
  9.6958019e-03  9.3070290e-04  7.7225585e-03 -6.3162111e-03
  5.5853026e-03  1.0326086e-02 -8.7072449e-03 -5.5315411e-03
 -7.2925282e-03 -5.0071920e-03 -3.7790400e-03 -8.8697262e-03
  8.1607727e-03 -4.9920748e-03  8.6276587e-03  5.6271157e-03
 -6.8435799e-03  4.1209473e-03  5.8749826e-03 -7.6583764e-03
 -7.6894653e-03 -2.7300206e-03 -8.9343805e-03 -1.5587410e-03
 -4.5072875e-04  3.3016582e-03  1.4619267e-03 -9.5797679e-04
 -5.8280667e-03  1.8754380e-03 -1.0337818e-03  6.9749681e-03
  4.2473655e-03  4.8324661e-03  1.5300465e-03 -2.8606378e-03
 -4.5869965e-03 -9.7451458e-04  1.5496097e-03 -2.6318275e-03
 -7.5162174e-03 -8.0197360e-03 -9.5677776e-03 -6.2129903e-03
 -1.9060700e-03 -4.5202919e-03 -6.7811273e-03 -3.9343815e-03
  4.3536057e-03 -3.8362560e-03  8.8663194e-03  1.5157107e-03
 -7.6896595e-03  9.8768706e-03  8.0061955e-03  5.8053527e-03
 -7.2535989e-03  6.1882446e-03  4.1811713e-03  5.5013415e-03
  4.4164960e-03  2.0400125e-03 -3.2088335e-03  8.6681684e-03
  9.9928370e-03  4.0377248e-03 -2.9615045e-03  2.9078084e-05
  1.2291874e-03 -8.7468959e-03 -8.5116746e-03 -1.5628342e-04
  1.2305614e-03 -6.1727124e-03 -4.8326072e-03 -7.6337671e-03
  8.6348271e-03  1.9918893e-04 -4.7056153e-03  5.9238798e-03
  9.6535031e-03 -4.2819697e-03  8.3361035e-03  5.5335304e-03
  6.2248348e-03  6.0540368e-04  8.5279085e-03 -7.2425706e-03]","tf.Tensor(
[[-0.1744727  -0.25034305  0.2516209  ... -0.10391244  0.81169343
   0.08864097]
 [-0.3637786  -0.6687251  -0.28004903 ...  0.01552159  1.1163806
  -0.33061627]
 [ 0.08286454  0.37890822 -0.31646925 ... -0.20565173 -0.5382134
   0.44253388]
 ...
 [-0.15899192 -0.12869975  0.27896333 ...  0.06804662  0.26850736
   0.05767754]
 [-0.44540793 -0.36228746  0.16232914 ...  0.09614908  0.3124206
  -0.11899517]
 [-0.25736463 -0.27364177  0.23762786 ...  0.17164022  0.2429067
   0.01841458]], shape=(34, 768), dtype=float32)"
11,11,672513234419638273,0,thoughts and prayers are not enough pres obama speaks on mass shootings over the years ,"[-1.26107102e-02  1.68876033e-02  7.80510530e-03  1.22352112e-02
  8.55715387e-03 -3.06004251e-04  1.42821232e-02  7.69657607e-04
 -1.04959160e-02  1.62564305e-04  7.30395410e-03 -8.28273781e-03
  1.14865797e-02 -1.23364071e-03  1.12624783e-02  2.17790995e-03
 -5.14013181e-03 -2.06953482e-04 -8.78046732e-03 -8.23651254e-03
  3.20117641e-03  1.30659472e-02  1.58410184e-02 -9.18745343e-03
 -9.82804922e-04  4.66004433e-03 -2.13112356e-03 -8.04670900e-03
  2.02573068e-03 -7.95051269e-03  1.10051362e-02 -7.53446436e-03
  7.04912562e-03  1.07791685e-02 -3.88148299e-04  1.21466164e-02
 -4.62844764e-04  5.42581268e-03  8.45128612e-04 -1.16608078e-02
  2.13978393e-03 -8.75218902e-05 -2.40905257e-03 -2.08813511e-03
  2.17105332e-03  2.86041439e-04 -4.00298182e-03  9.88789601e-04
 -5.96685428e-03 -7.00607710e-03  4.27134521e-03 -5.37289353e-03
 -2.30315651e-04 -6.69434806e-03  2.64627812e-03 -7.67769525e-04
  5.61265135e-03  2.91823875e-03  6.16039475e-03 -1.03091197e-02
 -6.56817574e-03 -5.16798068e-03  1.50557207e-02 -7.44489022e-04
 -1.13551822e-02  9.82503057e-04 -5.77535806e-03  9.44874622e-03
 -1.37777319e-02  5.52940590e-04 -1.11887995e-02  1.87963340e-03
  7.15415878e-03  1.29926251e-02 -4.04940359e-03 -6.49406714e-03
 -9.27089807e-03 -7.01370975e-03 -1.39375720e-02 -2.88816751e-03
 -5.69712976e-03 -7.29489559e-03  6.19224738e-03  5.62965684e-03
  4.61780699e-03 -1.05399778e-03  7.28626223e-03 -1.12861143e-02
  3.61210015e-03  4.33316268e-03 -5.27854357e-03  1.74729852e-03
  3.27420607e-03 -3.52219376e-03  1.48392525e-02  1.21609746e-02
  6.34547789e-03  4.34572529e-03  8.54965486e-03 -6.35570148e-03]","tf.Tensor(
[[-0.33042777  0.10533895 -0.09638201 ... -0.32956558  0.51864046
   0.0881132 ]
 [ 0.2756186   0.62657267  0.12946427 ... -0.17653918 -0.1561544
  -0.3087979 ]
 [-0.088708    0.70833856  0.23987782 ... -0.23703179  0.06162385
  -0.09447607]
 ...
 [ 0.5533666   0.05570495 -0.02443519 ...  0.11965869  0.13130078
  -0.44927573]
 [ 0.69121695  0.12509887  0.0136781  ...  0.17277569 -0.09536402
  -0.2769185 ]
 [ 0.59491193  0.19396552  0.17837875 ...  0.06843154 -0.03816355
  -0.4743133 ]], shape=(34, 768), dtype=float32)"
12,12,544382892378714113,1,five hostages escape sydney cafe siege live updates from buzzfeedoz ,"[-0.00716297  0.00027702 -0.00817644 -0.00286787  0.00607226  0.00527663
  0.0018181   0.00237349 -0.00540671  0.00655765 -0.00792552  0.00394089
 -0.00753843  0.00211867 -0.0031863  -0.00530383 -0.00350326  0.00517467
  0.00650859 -0.00493693 -0.00080934 -0.00988287  0.0072918   0.00861217
 -0.00406491  0.00086055 -0.00094681  0.00571801 -0.00815583  0.00067883
  0.00965258  0.00224984  0.00046387 -0.00962511  0.00767036 -0.00548549
 -0.00281503  0.00447961 -0.00184056  0.00019579  0.00273244 -0.00878756
 -0.00640958  0.01055875  0.0081373  -0.00717607  0.00140056 -0.00067786
  0.00512763 -0.00891631  0.00525618  0.00385069  0.01205997 -0.00515093
 -0.00436941 -0.00654379 -0.01150193 -0.00900759  0.0003324  -0.00839631
  0.00603482 -0.00590703  0.00555262  0.00307014 -0.00416362 -0.0010214
  0.01049282  0.01099306 -0.00685143  0.00856639 -0.00579252  0.00657067
 -0.00274123  0.00538082  0.00501716  0.00762081 -0.0035731   0.01096233
  0.00736468 -0.00936543 -0.00844867 -0.00981209  0.00147398 -0.00161529
 -0.007511   -0.0076528   0.00914394  0.00396202 -0.008566   -0.00562673
  0.004779   -0.00302899  0.00515505 -0.00368182  0.00379364 -0.00940777
  0.00704422  0.00520432  0.0028025   0.00171435]","tf.Tensor(
[[-0.27773505 -0.1595371   0.15726513 ... -0.53564066  0.0353954
   0.31896478]
 [-0.23217992 -0.01904167 -0.10607544 ... -0.2756887   0.3502949
   0.25009385]
 [ 0.307578   -0.5869912   0.42781445 ... -1.0907077   0.04702996
   0.04210624]
 ...
 [-0.07630214 -0.32475075  0.18952854 ... -0.13461214 -0.29935673
   0.09442717]
 [-0.01465406 -0.37860754  0.20678389 ... -0.14651762 -0.33524922
   0.08862067]
 [ 0.11050191 -0.5465684   0.28091645 ... -0.14114363 -0.35202685
   0.06653266]], shape=(34, 768), dtype=float32)"
13,13,620835698514464768,0,translucent butterfly beautiful ,"[ 8.8848937e-03 -5.7732216e-03 -2.4560122e-03  1.0206011e-03
  7.3240968e-05  2.0955522e-03  6.9858697e-03  1.1583812e-03
 -4.3997709e-03 -2.5079967e-03  6.4439694e-03  1.0115994e-03
 -8.0479757e-04  8.8675739e-03 -4.9233437e-03 -2.3082842e-03
  1.0108899e-02  6.2460257e-03  1.6382348e-03 -1.2605410e-02
  1.3802970e-03 -3.0285639e-03  1.2103076e-02  1.4748255e-03
  6.6888280e-04  3.3217417e-03 -1.0593313e-03 -4.8280796e-03
  6.7726301e-04 -8.8079146e-04  7.7389209e-03  8.9906640e-03
  6.5604101e-05  2.3058970e-03 -5.3175502e-03  2.3663105e-03
 -7.9021985e-03 -9.7686658e-03 -6.9571212e-03 -9.6052196e-03
  8.3302762e-03 -7.8982515e-03  9.3603190e-03 -7.3195104e-03
  5.4916451e-03  9.5353434e-03 -9.0820454e-03 -1.2068596e-02
 -4.1679582e-03 -4.3029916e-03  6.8061787e-04 -1.0233068e-02
 -8.7536788e-03  3.1225493e-03 -1.0777677e-02 -1.1461383e-02
 -2.1701467e-03 -9.2033641e-03 -7.8423908e-03 -9.1337934e-03
  4.1551088e-05 -6.6125100e-03  9.8624043e-03  3.3537599e-03
 -5.4531316e-03  7.1049691e-03 -7.2168899e-03 -2.4327261e-03
 -1.1357932e-02 -4.6488298e-03 -1.9573984e-03  8.5250707e-03
 -2.2983190e-03  6.4589204e-03  6.7729359e-03 -7.8847762e-03
  5.9087127e-03  8.3072037e-03 -3.6468760e-03  7.6015601e-03
  5.5750799e-03 -8.5236002e-03 -7.7268663e-03  3.3371598e-03
 -2.0796412e-03 -7.4004214e-03  1.0759733e-02 -4.5676720e-03
 -6.0324077e-03  2.3999857e-04 -2.5787950e-03  8.2507014e-04
 -4.2576464e-03  4.6756511e-04  1.4183334e-03  1.4822896e-03
  1.0658728e-02 -7.7440161e-03 -1.2514412e-03  5.3098402e-03]","tf.Tensor(
[[-0.30081767 -0.0074329  -0.48310503 ... -0.23032784  0.13125238
   0.09270438]
 [ 0.27434263  0.19930728 -0.17054614 ...  0.15155879 -0.11971264
  -0.27168295]
 [ 0.318677   -0.7113333   0.03939387 ... -0.13030358  0.10322681
  -0.38286734]
 ...
 [-0.13139832 -0.01732854  0.00574111 ... -0.00258303 -0.03581131
  -0.01673356]
 [-0.12294915 -0.3230118  -0.12026967 ... -0.03919217 -0.1135781
   0.06882629]
 [-0.34572798 -0.84298885 -0.52505916 ...  0.35355937  0.21949117
  -0.3705058 ]], shape=(34, 768), dtype=float32)"
14,14,626898253900943360,0,everyone mad at bruce for his sex change but no one gave ashit about that nerd minkus changing into chanel west coast ,"[ 0.00171028 -0.01159038 -0.00610774 -0.00638068 -0.0187802   0.00825114
  0.00260704  0.00081925  0.00499211  0.01042341 -0.01025076  0.01534605
  0.01026256 -0.01681042 -0.00632653 -0.00845775 -0.0075175  -0.01033457
 -0.00378383 -0.00388602  0.00192727  0.00509354 -0.00823577  0.01335452
 -0.01330905 -0.01296419  0.01545704 -0.01524488 -0.00312255 -0.0109602
 -0.02144239  0.0071398   0.00933074  0.00404766  0.00095496 -0.00163253
 -0.01306964 -0.0105619  -0.01388394 -0.00701912 -0.00290848  0.01393763
  0.00420477 -0.00647264  0.01230857 -0.00660371 -0.00227979  0.00187465
  0.00926561 -0.01000997  0.00087517  0.0005388  -0.00207476  0.00179015
 -0.00898466 -0.00451332 -0.01906402 -0.0160448   0.0011446  -0.00528596
  0.00869962  0.003856   -0.00075955  0.00590229  0.00389451 -0.00347756
 -0.01796742  0.01348978 -0.01577598 -0.00591425  0.0083021   0.02145758
  0.00303896 -0.01420151  0.01289849  0.00469178  0.01890085 -0.00670141
 -0.0177346   0.00246501  0.00342409 -0.00956787 -0.00925963  0.01078453
 -0.01276607 -0.00423652 -0.00637873  0.01186577  0.00476804  0.00620939
  0.01003366 -0.00028629  0.00758737  0.01856129  0.01644338 -0.00218541
 -0.00667181  0.00387266  0.00313207  0.0060037 ]","tf.Tensor(
[[-0.08338228 -0.1572817   0.01464667 ... -0.32257012  0.44809136
   0.15148723]
 [-0.3360754   0.00267178 -0.23980537 ...  0.03881316  1.2303143
   0.13081104]
 [-0.25344932  0.42269942  0.26461667 ...  0.15252092  0.6393699
  -0.11771378]
 ...
 [-0.00561909 -0.46464342  0.42120165 ...  0.14628574  0.18779308
  -0.24015093]
 [ 0.03828009 -0.28062654  0.2716397  ... -0.09179364  0.12618232
  -0.13693193]
 [-0.00293292 -0.21096236  0.20188642 ... -0.22761245  0.08686299
  -0.195066  ]], shape=(34, 768), dtype=float32)"
15,15,618804516578680832,0,family schwarzeneggers last act as governor stole justice from dead son ,"[ 4.4038356e-05  3.1522503e-03 -6.8632327e-03 -1.3358471e-03
  7.7228504e-03  7.3730899e-03 -3.7236516e-03  2.7286061e-03
 -8.4251547e-03  6.2047378e-03 -4.6940777e-03 -3.2136997e-03
  9.3840696e-03  8.8016951e-04  7.6081706e-03 -6.1146999e-03
  5.2444255e-03  1.0014432e-02 -8.5201357e-03 -5.2333893e-03
 -7.1396716e-03 -4.9050213e-03 -3.8015021e-03 -8.5739819e-03
  8.0670770e-03 -4.8662289e-03  8.4300255e-03  5.3042225e-03
 -6.6120350e-03  4.0150695e-03  5.5654533e-03 -7.5095762e-03
 -7.4824621e-03 -2.5870814e-03 -8.7076593e-03 -1.5709703e-03
 -3.7404703e-04  3.3347893e-03  1.4810404e-03 -8.9470757e-04
 -5.6008999e-03  1.6727987e-03 -9.4731123e-04  6.8535549e-03
  4.0216451e-03  4.5527024e-03  1.4252496e-03 -2.7614569e-03
 -4.3911021e-03 -1.0658987e-03  1.5176031e-03 -2.7219448e-03
 -7.1716611e-03 -7.9024462e-03 -9.2441756e-03 -5.9671798e-03
 -1.8815352e-03 -4.3746764e-03 -6.5408396e-03 -3.7839983e-03
  4.2949249e-03 -3.7834286e-03  8.5539063e-03  1.6096318e-03
 -7.3125190e-03  9.5744198e-03  7.7741602e-03  5.5961777e-03
 -6.9720764e-03  5.8989930e-03  4.0487326e-03  5.2624214e-03
  4.3130280e-03  1.9751606e-03 -3.1822536e-03  8.4590176e-03
  9.6593117e-03  3.8492538e-03 -2.8715977e-03 -7.5237954e-06
  1.2016899e-03 -8.5724387e-03 -8.2579702e-03 -2.2333514e-04
  1.2343375e-03 -5.8104764e-03 -4.7246958e-03 -7.4011483e-03
  8.3969105e-03  8.3603940e-05 -4.5003262e-03  5.7539060e-03
  9.2735346e-03 -4.1480227e-03  8.0592381e-03  5.4241819e-03
  5.9849331e-03  4.6328697e-04  8.2882959e-03 -7.0502497e-03]","tf.Tensor(
[[-0.16291326  0.06180318  0.09718385 ... -0.53579813  0.33010817
   0.16994336]
 [ 0.447936    0.57197344  0.18739623 ... -0.8391061   0.41611433
   0.11625759]
 [ 0.08499527 -1.0832567   0.10791881 ... -0.6126939  -0.16179135
  -0.21988729]
 ...
 [-0.11224735  0.03292561  0.45838785 ... -0.09362756 -0.15628412
  -0.43603206]
 [ 0.06956932 -0.34137756  0.91015947 ...  0.25182068 -0.6752613
  -0.35538074]
 [-0.23091784 -0.15822048  0.44956493 ... -0.03704126 -0.08635334
  -0.063561  ]], shape=(34, 768), dtype=float32)"
16,16,672632899921833984,0,why have there been more mass shootings under obama than the 4 previous presidents combined ,"[-0.07733904  0.03453605 -0.02003572 -0.07210986 -0.00734173 -0.0633095
  0.06393607  0.11863127 -0.06025947 -0.06403457  0.02868291 -0.01867371
  0.02316673 -0.0102845   0.01886323 -0.06029451  0.06918732 -0.01630591
 -0.04270759 -0.12330697 -0.03684618 -0.0409652   0.14121546  0.06715216
 -0.0385536   0.01040866  0.01324896  0.00330261 -0.06178078  0.07033853
  0.06799903 -0.01982791 -0.02761527 -0.06879658 -0.03553992  0.06389465
  0.0393497  -0.04705377 -0.0485188  -0.02381031  0.04099131 -0.02995116
  0.0048217  -0.01297026  0.10137464 -0.0153602  -0.01002722 -0.03821835
 -0.03035611 -0.03743106  0.0468243  -0.0491222  -0.02298528 -0.04577276
 -0.09705108 -0.00306393  0.00458186 -0.03200746 -0.01657798 -0.08106954
  0.05847214 -0.04095538  0.14509387  0.00675201 -0.06093761  0.03525632
  0.0248652   0.07680447 -0.1441396   0.01332512  0.03248288  0.08102924
  0.05521802  0.10947734 -0.00296175  0.03366919 -0.00131157  0.06634469
 -0.04436659  0.02909373  0.00732568 -0.04985515 -0.01910407  0.06762905
 -0.04538444 -0.09699257  0.04501229  0.03094847 -0.00743199  0.0014012
  0.02463046  0.0218358   0.01206888 -0.05141828  0.13704057  0.03584155
  0.11324522 -0.10093039  0.03832931 -0.05157041]","tf.Tensor(
[[-1.3583432e-01  3.0164835e-01 -1.3638750e-02 ... -6.5659380e-01
   8.4671056e-01  1.8439525e-01]
 [ 2.1828225e-01  1.2319572e-01  5.0030762e-01 ...  4.7642857e-01
   1.2105569e+00 -2.8919381e-01]
 [-1.5900670e-01  8.2262158e-02 -7.8928217e-02 ... -6.7977834e-01
   8.3533746e-01  3.6109768e-02]
 ...
 [ 6.8719529e-02 -6.2972164e-01  3.1082727e-02 ... -3.1818518e-01
   1.6996507e-01 -2.3052987e-01]
 [-1.7352003e-01 -6.0790628e-01 -8.0379941e-02 ... -3.6466762e-01
   3.1176409e-01  1.1601686e-03]
 [ 2.0004652e-01 -4.6070519e-01 -7.3529512e-02 ... -2.3602395e-01
   2.8369609e-02 -2.8270328e-01]], shape=(34, 768), dtype=float32)"
17,17,553588178687655936,1,reports charliehebdo suspects killed ,"[-0.00720311  0.00127242 -0.00721093 -0.00222684  0.00374739  0.00585902
  0.00128426  0.00217802 -0.00419     0.00723689 -0.00633717  0.0046519
 -0.00828533  0.00206124 -0.00500741 -0.00429021 -0.00312312  0.00570849
  0.00582395 -0.00507498  0.00079767 -0.00858507  0.00792441  0.00931713
 -0.00277377  0.00078968  0.00071088  0.00554966 -0.00867916  0.00057274
  0.00696817  0.0022152   0.0011567  -0.00942269  0.00851982 -0.0063285
 -0.00297076  0.00352119 -0.00079285  0.00138109  0.00178996 -0.00689501
 -0.00981452  0.00911851  0.00628358 -0.00698824  0.00340005  0.00021749
  0.00481648 -0.0071559   0.00403725  0.00440831  0.0100639  -0.00453851
 -0.00140242 -0.00741233 -0.00974676 -0.00917677 -0.00102322 -0.00655981
  0.00486494 -0.00622608  0.00258839  0.00075779 -0.00345023 -0.00092659
  0.01009376  0.00929361 -0.0045685   0.00916127 -0.00568132  0.00602333
 -0.00307758  0.00348559  0.00305944  0.00692178 -0.00234998  0.00885961
  0.00761898 -0.00967137 -0.00812719 -0.0077367   0.00296087 -0.00281349
 -0.0069932  -0.00822337  0.0084389   0.00198589 -0.00943362 -0.00483991
  0.00321472 -0.00476085  0.00533222 -0.00426212  0.00276005 -0.00808315
  0.00625872  0.0048349   0.00080589  0.00303664]","tf.Tensor(
[[-0.03751725  0.08073358 -0.12513858 ... -0.33685547  0.36253655
   0.2043113 ]
 [ 0.43627116 -0.25706375 -0.3994981  ... -0.08141445  0.15440345
   0.09028427]
 [ 1.1207403   0.48738155  0.04797047 ... -0.00483248  0.92488116
  -0.09095776]
 ...
 [ 0.209511    0.02325847  0.06014298 ...  0.12408607  0.16472764
  -0.2246275 ]
 [ 0.19269535  0.10457229  0.0259346  ...  0.09346189  0.14045411
  -0.25211322]
 [ 0.20704162 -0.13294217  0.05874715 ...  0.04252003  0.11619222
  -0.23051155]], shape=(34, 768), dtype=float32)"
18,18,594687353937100801,0,the kissing islands greenland ,"[-0.00814466 -0.00867358  0.00131382 -0.00062856 -0.01031298  0.00277194
  0.00240161  0.00510085  0.00448361  0.0029111  -0.01046478  0.00568338
  0.00442149 -0.00809113 -0.00172278  0.00039634 -0.00062094 -0.00158359
 -0.00574166 -0.00063531  0.00478859 -0.00054504  0.00092303  0.00168888
 -0.00410342 -0.00818607  0.00941996 -0.01032194 -0.00270728 -0.00127855
 -0.00796148  0.00203578  0.00865961 -0.00201035  0.00837503  0.00081263
 -0.0062827  -0.00221213 -0.00124162  0.00627846  0.0076756   0.0063834
 -0.00644263 -0.00697793  0.00664645  0.00232875  0.00502047  0.00054835
  0.00810879 -0.00935717  0.01064343 -0.00881749 -0.00158713  0.00630062
 -0.00954389  0.00460385 -0.00713631 -0.00705463  0.00232608  0.00194159
 -0.00333048  0.00808525 -0.00728208  0.00052743  0.00866082  0.00263256
 -0.00753749  0.00381384 -0.0054078   0.00075504  0.0030284   0.00807117
  0.00823821 -0.00465716  0.01020982 -0.00584811  0.00821307 -0.00870031
 -0.00846082 -0.00125336 -0.00867081 -0.00346775 -0.00125437  0.00028036
 -0.01046775 -0.00687304 -0.00759944 -0.0003403   0.0059648   0.00017436
  0.01076479 -0.00386614  0.00829579  0.00645446  0.00921876  0.00049414
 -0.00044567  0.0020308  -0.01029185  0.00917679]","tf.Tensor(
[[-0.40597376  0.48320282 -0.18216927 ... -0.52545017  0.36260843
   0.83844185]
 [-0.42988715  0.25303113 -0.6772397  ... -0.359079   -0.09054966
  -0.28755036]
 [ 0.8209033  -0.00200177 -0.05112889 ...  0.40636334  0.32809806
   0.00917975]
 ...
 [-0.4736739   0.00558701 -0.3413154  ... -0.20141749  0.25884998
   0.52820396]
 [ 0.29911837 -0.01082432  0.15693215 ...  0.32574537  0.2164033
   0.02433418]
 [-0.5653419  -0.08565308 -0.37112954 ... -0.14090705  0.35929763
   0.64856905]], shape=(34, 768), dtype=float32)"
19,19,613016993692798977,0,police chief says dylann roof was taken to burger king shortly after arrest ,"[-0.0086749   0.0036908   0.00522889  0.0058835   0.00747952 -0.00627105
  0.00121967  0.00619247 -0.00295877 -0.00628622 -0.00037499 -0.00851774
 -0.00564273  0.00719357  0.00333063  0.00722304  0.00684296  0.00760989
 -0.00384358 -0.00069149  0.00244327 -0.00449112  0.00859896 -0.00994494
  0.00679504  0.00294016 -0.00499831  0.004436   -0.00180332  0.00674999
  0.01004678 -0.00438015 -0.00050314 -0.0057444   0.00382805  0.00289378
  0.006966    0.00611852  0.00948146  0.00931853  0.00801968 -0.00704317
 -0.00923561 -0.00039148 -0.00309768  0.00798211  0.00587574 -0.00158729
  0.00156446  0.00181254  0.00780753 -0.00965227 -0.00017336  0.00348797
 -0.00095777  0.00841486  0.00908539  0.00653632 -0.00072483  0.00778149
 -0.00856332  0.00313688 -0.00457179 -0.0051165   0.00355347  0.00552713
  0.00776868 -0.00571499  0.00740958  0.00664761 -0.00373592 -0.00871043
  0.00556248  0.0065253  -0.00074386 -0.00677106 -0.00703425 -0.00250176
  0.00515281 -0.003694   -0.00948557  0.00380345  0.00490831 -0.0064418
  0.00118458 -0.00211974  0.00013002 -0.0099899   0.0027651  -0.00478136
  0.0011307  -0.00156103  0.00215114 -0.00792355 -0.0026355   0.00272525
  0.00534673 -0.00247638 -0.00953059  0.00458345]","tf.Tensor(
[[-0.35338244 -0.17590731  0.15224105 ... -0.16955918  0.5913905
   0.31587973]
 [ 0.50065    -0.5223823   0.26298228 ... -0.3627286   0.45368075
  -0.1062003 ]
 [ 0.08725935 -0.412349    0.07396606 ... -0.89673215  0.3805048
  -0.71827865]
 ...
 [-0.15522856  0.15492365  0.29674488 ...  0.3224916   0.00783746
   0.24545863]
 [-0.19919893  0.2636178   0.33896226 ...  0.06212105  0.13456742
  -0.09401199]
 [-0.21897858  0.20776753  0.33086076 ...  0.154394    0.15155733
  -0.02028763]], shape=(34, 768), dtype=float32)"
20,20,663385747177775105,0,steve jobs was adopted his biological father was abdulfattah jandali a syrian muslim,"[-9.81204398e-03  9.24466550e-03  4.34284890e-03  9.48979706e-03
  6.71061408e-03  2.67267972e-03  1.00699821e-02 -4.18624515e-03
 -6.95192954e-03  4.08370281e-03  3.86824994e-03 -5.93471667e-03
  9.94816143e-03 -3.58171086e-03  9.68522485e-03  8.10482423e-04
 -6.46493305e-03 -2.05423334e-03 -7.56200124e-03 -3.33909877e-03
  1.10869494e-03  9.59642511e-03  9.59334150e-03 -6.88768597e-03
  3.28686554e-03  2.44375784e-03 -2.71433452e-03 -9.44983587e-03
  1.18919741e-03 -8.31854157e-03  6.53769309e-03 -6.04204414e-03
  5.73471002e-03  9.90120322e-03 -1.07016873e-04  4.72618407e-03
 -1.67615199e-03  7.54411565e-03  3.81824630e-03 -9.20746848e-03
 -2.29033548e-03  3.58543894e-03 -1.48521416e-04 -1.18800078e-03
 -1.02400535e-03 -1.83879177e-03  7.53517670e-04  4.08982486e-03
 -4.23557404e-03 -3.91821936e-03 -1.96166475e-05  4.98489972e-05
 -4.39281794e-05 -4.86272387e-03  4.25177207e-03 -2.19802815e-03
  2.21966882e-03  6.02154119e-04  5.94676379e-03 -6.89812517e-03
 -7.10964715e-03 -4.69616894e-03  9.82873980e-03 -1.54051417e-03
 -9.63873416e-03 -2.82567518e-04 -4.49070102e-03  6.13700226e-03
 -1.00509515e-02  3.09852161e-03 -9.59634315e-03  1.36273366e-03
  6.21878356e-03  7.45767634e-03 -7.57466163e-03 -6.08853810e-03
 -7.02109188e-03 -7.89066125e-03 -9.83481016e-03 -2.18607089e-03
 -1.07647618e-03 -7.29764532e-03  6.96125254e-03  1.15008443e-03
  5.88214118e-03  1.46993075e-03  8.15487525e-04 -7.35877501e-03
 -2.22665956e-03  4.49042208e-03 -5.05016558e-03  1.18786609e-03
  2.94015463e-03 -1.55001343e-03  1.02845244e-02  8.27873219e-03
  2.55675823e-03  7.39604235e-03  5.93805965e-03 -5.62593481e-03]","tf.Tensor(
[[-0.24842492  0.14365864  0.00769887 ... -0.45347753  0.7729391
   0.41270047]
 [-0.05161478  0.3699231  -0.21057151 ... -0.32161504  0.13203579
  -0.5011911 ]
 [-0.6373468   0.03579607 -0.14341053 ... -0.5538034   0.29287767
  -0.6058795 ]
 ...
 [-0.4342191   0.2628273   0.28356555 ... -0.278774    0.36391675
  -0.11950074]
 [-0.31336534  0.09074274  0.10415171 ... -0.2329545   0.60428655
   0.1253015 ]
 [-0.28757015 -0.01287356  0.34916833 ... -0.17609209  0.465154
  -0.02364807]], shape=(34, 768), dtype=float32)"
